Sno,Membership_No,Name,Email,Contact_No,Status,Balance,Other_Details
410,1410,Member 410,member410@gmail.com,03771961267,ACTIVE,3474.97,
411,1411,Member 411,member411@gmail.com,03597005485,ACTIVE,1858.34,Payment overdue
412,1412,Member 412,member412@gmail.com,03646833773,INACTIVE,351.66,Renewal due
413,1413,Member 413,member413@gmail.com,03471734448,ACTIVE,294.46,Payment overdue
414,1414,Member 414,member414@gmail.com,03754562420,ACTIVE,4847.62,
415,1415,Member 415,member415@gmail.com,03236356958,ACTIVE,4510.03,
416,1416,Member 416,member416@gmail.com,03868189315,INACTIVE,1666.28,
417,1417,Member 417,member417@gmail.com,03725299081,ACTIVE,4046.56,Renewal due
418,1418,Member 418,member418@gmail.com,03832662885,ACTIVE,232.57,
419,1419,Member 419,member419@gmail.com,03449815501,INACTIVE,3780.87,
420,1420,Member 420,member420@gmail.com,03248535851,INACTIVE,3631.45,
421,1421,Member 421,member421@gmail.com,03757914613,ACTIVE,1314.14,Payment overdue
422,1422,Member 422,member422@gmail.com,03968966234,ACTIVE,712.4,Renewal due
423,1423,Member 423,member423@gmail.com,03514480590,ACTIVE,2390.64,
424,1424,Member 424,member424@gmail.com,03213848962,ACTIVE,1818.7,
425,1425,Member 425,member425@gmail.com,03358409871,INACTIVE,1283.25,Payment overdue
426,1426,Member 426,member426@gmail.com,03455093272,ACTIVE,4671.73,
427,1427,Member 427,member427@gmail.com,03717688896,INACTIVE,1539.95,Renewal due
428,1428,Member 428,member428@gmail.com,03048565643,ACTIVE,4240.01,
429,1429,Member 429,member429@gmail.com,03408755157,ACTIVE,2415.02,Payment overdue
430,1430,Member 430,member430@gmail.com,03509795236,ACTIVE,2620.3,
431,1431,Member 431,member431@gmail.com,03642753204,ACTIVE,4662.82,Payment overdue
432,1432,Member 432,member432@gmail.com,03549924998,ACTIVE,240.69,Renewal due
433,1433,Member 433,member433@gmail.com,03735387185,ACTIVE,817.08,
434,1434,Member 434,member434@gmail.com,03872337144,ACTIVE,4535.37,
435,1435,Member 435,member435@gmail.com,03366663158,ACTIVE,-382.47,
436,1436,Member 436,member436@gmail.com,03434866572,ACTIVE,4585.99,
437,1437,Member 437,member437@gmail.com,03636662116,ACTIVE,2807.22,Renewal due
438,1438,Member 438,member438@gmail.com,03507025425,ACTIVE,383.85,Payment overdue
439,1439,Member 439,member439@gmail.com,03209558135,ACTIVE,3723.34,
440,1440,Member 440,member440@gmail.com,03911998919,SUSPENDED,3090.79,Payment overdue
441,1441,Member 441,member441@gmail.com,03122583045,INACTIVE,-73.76,
442,1442,Member 442,member442@gmail.com,03691474191,ACTIVE,1927.47,Renewal due
443,1443,Member 443,member443@gmail.com,03510973585,ACTIVE,4339.37,
444,1444,Member 444,member444@gmail.com,03056190126,INACTIVE,3416.61,Payment overdue
445,1445,Member 445,member445@gmail.com,03770679925,ACTIVE,2839.49,Payment overdue
446,1446,Member 446,member446@gmail.com,03978355901,ACTIVE,294.39,
447,1447,Member 447,member447@gmail.com,03491030081,ACTIVE,497.74,Renewal due
448,1448,Member 448,member448@gmail.com,03702759666,ACTIVE,610.99,
449,1449,Member 449,member449@gmail.com,03517631188,ACTIVE,1460.9,Payment overdue
450,1450,Member 450,member450@gmail.com,03695761719,ACTIVE,2340.84,
451,1451,Member 451,member451@gmail.com,03812203709,ACTIVE,403.35,
452,1452,Member 452,member452@gmail.com,03490178176,ACTIVE,2235.81,Renewal due
453,1453,Member 453,member453@gmail.com,03825145501,ACTIVE,523.82,Payment overdue
454,1454,Member 454,member454@gmail.com,03371355488,ACTIVE,1083.22,
455,1455,Member 455,member455@gmail.com,03173945753,INACTIVE,3044.15,Payment overdue
456,1456,Member 456,member456@gmail.com,03369745823,ACTIVE,912.32,
457,1457,Member 457,member457@gmail.com,03866945972,INACTIVE,4634.33,Renewal due
458,1458,Member 458,member458@gmail.com,03961342155,ACTIVE,2728.04,
459,1459,Member 459,member459@gmail.com,03947001142,INACTIVE,3993.43,
460,1460,Member 460,member460@gmail.com,03244247785,INACTIVE,788.22,
461,1461,Member 461,member461@gmail.com,03505315302,ACTIVE,196.58,
462,1462,Member 462,member462@gmail.com,03347237733,ACTIVE,4385.91,Renewal due
463,1463,Member 463,member463@gmail.com,03116455118,ACTIVE,3537.03,
464,1464,Member 464,member464@gmail.com,03163805785,INACTIVE,2121.87,
465,1465,Member 465,member465@gmail.com,03918993737,ACTIVE,-38.79,
466,1466,Member 466,member466@gmail.com,03205960741,INACTIVE,2768.34,Payment overdue
467,1467,Member 467,member467@gmail.com,03019303391,ACTIVE,156.26,Renewal due
468,1468,Member 468,member468@gmail.com,03360748882,ACTIVE,1749.49,
469,1469,Member 469,member469@gmail.com,03839680031,ACTIVE,164.48,
470,1470,Member 470,member470@gmail.com,03213704199,ACTIVE,2515.22,
471,1471,Member 471,member471@gmail.com,03716962133,ACTIVE,4080.3,Payment overdue
472,1472,Member 472,member472@gmail.com,03652607710,ACTIVE,482.16,Renewal due
473,1473,Member 473,member473@gmail.com,03040286113,INACTIVE,4677.59,Payment overdue
474,1474,Member 474,member474@gmail.com,03229983490,ACTIVE,2965.98,
475,1475,Member 475,member475@gmail.com,03489762684,ACTIVE,3290.66,
476,1476,Member 476,member476@gmail.com,03501208392,ACTIVE,4587.42,Payment overdue
477,1477,Member 477,member477@gmail.com,03750910626,INACTIVE,2102.53,Renewal due
478,1478,Member 478,member478@gmail.com,03537009726,ACTIVE,-134.94,Payment overdue
479,1479,Member 479,member479@gmail.com,03666923597,ACTIVE,3826.41,
480,1480,Member 480,member480@gmail.com,03605780065,ACTIVE,367.71,
481,1481,Member 481,member481@gmail.com,03357670168,ACTIVE,-227.57,
482,1482,Member 482,member482@gmail.com,03424951672,ACTIVE,3222.56,Renewal due
483,1483,Member 483,member483@gmail.com,03972786811,ACTIVE,3489.32,
484,1484,Member 484,member484@gmail.com,03577595804,ACTIVE,458.11,
485,1485,Member 485,member485@gmail.com,03000500283,ACTIVE,4665.4,
486,1486,Member 486,member486@gmail.com,03600623040,ACTIVE,2579.24,
487,1487,Member 487,member487@gmail.com,03843512426,ACTIVE,494.61,Renewal due
488,1488,Member 488,member488@gmail.com,03561027929,ACTIVE,3627.25,
489,1489,Member 489,member489@gmail.com,03711826899,ACTIVE,3360.02,
490,1490,Member 490,member490@gmail.com,03382909470,ACTIVE,623.89,
491,1491,Member 491,member491@gmail.com,03237284241,ACTIVE,1062.62,Payment overdue
492,1492,Member 492,member492@gmail.com,03793824016,ACTIVE,952.47,Renewal due
493,1493,Member 493,member493@gmail.com,03401987796,ACTIVE,4499.41,
494,1494,Member 494,member494@gmail.com,03320737301,ACTIVE,3436.09,
495,1495,Member 495,member495@gmail.com,03678362628,INACTIVE,4266.59,
496,1496,Member 496,member496@gmail.com,03191745974,ACTIVE,-466.32,
497,1497,Member 497,member497@gmail.com,03331544718,ACTIVE,1510.49,Renewal due
498,1498,Member 498,member498@gmail.com,03643724102,ACTIVE,3138.76,
499,1499,Member 499,member499@gmail.com,03835476828,ACTIVE,4725.72,Payment overdue
500,1500,Member 500,member500@gmail.com,03604287733,INACTIVE,3754.67,Payment overdue
501,1501,Member 501,member501@gmail.com,03445260944,ACTIVE,4830.61,
502,1502,Member 502,member502@gmail.com,03711916045,INACTIVE,2208.88,Renewal due
503,1503,Member 503,member503@gmail.com,03137044812,ACTIVE,-120.78,
504,1504,Member 504,member504@gmail.com,03233971688,ACTIVE,4954.61,
505,1505,Member 505,member505@gmail.com,03511472866,ACTIVE,4419.94,
506,1506,Member 506,member506@gmail.com,03861160509,ACTIVE,3831.42,
507,1507,Member 507,member507@gmail.com,03812538084,ACTIVE,3635.66,Renewal due
508,1508,Member 508,member508@gmail.com,03534778267,ACTIVE,2332.67,
509,1509,Member 509,member509@gmail.com,03116899860,ACTIVE,-371.69,
510,1510,Member 510,member510@gmail.com,03103806146,ACTIVE,4132.81,
511,1511,Member 511,member511@gmail.com,03795561076,ACTIVE,2568.01,Payment overdue
512,1512,Member 512,member512@gmail.com,03326746422,ACTIVE,-16.02,Renewal due
513,1513,Member 513,member513@gmail.com,03914128493,INACTIVE,1205.84,Payment overdue
514,1514,Member 514,member514@gmail.com,03578939516,ACTIVE,4784.01,
515,1515,Member 515,member515@gmail.com,03004627993,ACTIVE,1038.88,
516,1516,Member 516,member516@gmail.com,03070592161,ACTIVE,-396.41,
517,1517,Member 517,member517@gmail.com,03721340820,ACTIVE,194.1,Renewal due
518,1518,Member 518,member518@gmail.com,03573515556,ACTIVE,3538.27,Payment overdue
519,1519,Member 519,member519@gmail.com,03528172592,ACTIVE,-170.06,Payment overdue
520,1520,Member 520,member520@gmail.com,03649269036,INACTIVE,4068.76,
521,1521,Member 521,member521@gmail.com,03583961746,ACTIVE,80.91,Payment overdue
522,1522,Member 522,member522@gmail.com,03689092595,ACTIVE,3509.22,Renewal due
523,1523,Member 523,member523@gmail.com,03570205893,ACTIVE,2016.06,
524,1524,Member 524,member524@gmail.com,03596611614,INACTIVE,1782.25,
525,1525,Member 525,member525@gmail.com,03632951553,ACTIVE,2937.54,Payment overdue
526,1526,Member 526,member526@gmail.com,03533611661,ACTIVE,1963.72,
527,1527,Member 527,member527@gmail.com,03447881449,ACTIVE,563.62,Renewal due
528,1528,Member 528,member528@gmail.com,03893000800,ACTIVE,101.97,
529,1529,Member 529,member529@gmail.com,03328504981,ACTIVE,482.71,
530,1530,Member 530,member530@gmail.com,03450789094,INACTIVE,4217.21,
531,1531,Member 531,member531@gmail.com,03738593299,SUSPENDED,4560.39,
532,1532,Member 532,member532@gmail.com,03836021305,ACTIVE,4225.22,Renewal due
533,1533,Member 533,member533@gmail.com,03292972745,ACTIVE,618.24,Payment overdue
534,1534,Member 534,member534@gmail.com,03224699564,ACTIVE,3630.13,
535,1535,Member 535,member535@gmail.com,03121017034,ACTIVE,4022.78,Payment overdue
536,1536,Member 536,member536@gmail.com,03126203894,ACTIVE,345.01,Payment overdue
537,1537,Member 537,member537@gmail.com,03895546255,INACTIVE,3755.47,Renewal due
538,1538,Member 538,member538@gmail.com,03396158177,ACTIVE,2997.56,Payment overdue
539,1539,Member 539,member539@gmail.com,03615827822,ACTIVE,1849.04,
540,1540,Member 540,member540@gmail.com,03016471220,ACTIVE,3688.75,Payment overdue
541,1541,Member 541,member541@gmail.com,03851524084,ACTIVE,1045.09,
542,1542,Member 542,member542@gmail.com,03347947520,ACTIVE,-81.33,Renewal due
543,1543,Member 543,member543@gmail.com,03542780371,ACTIVE,540.14,Payment overdue
544,1544,Member 544,member544@gmail.com,03219483950,INACTIVE,4618.32,
545,1545,Member 545,member545@gmail.com,03007976204,ACTIVE,3667.93,
546,1546,Member 546,member546@gmail.com,03013282990,ACTIVE,3452.63,
547,1547,Member 547,member547@gmail.com,03070380316,ACTIVE,1168.71,Renewal due
548,1548,Member 548,member548@gmail.com,03306312371,ACTIVE,1057.85,
549,1549,Member 549,member549@gmail.com,03846209173,ACTIVE,4028.06,Payment overdue
550,1550,Member 550,member550@gmail.com,03440407322,ACTIVE,1053.83,
551,1551,Member 551,member551@gmail.com,03311216877,ACTIVE,931.58,
552,1552,Member 552,member552@gmail.com,03660860696,ACTIVE,-404.88,Renewal due
553,1553,Member 553,member553@gmail.com,03922994089,ACTIVE,3487.49,
554,1554,Member 554,member554@gmail.com,03442720781,ACTIVE,4296.18,Payment overdue
555,1555,Member 555,member555@gmail.com,03508672655,ACTIVE,1953.91,Payment overdue
556,1556,Member 556,member556@gmail.com,03249991563,ACTIVE,4872.08,
557,1557,Member 557,member557@gmail.com,03748322598,ACTIVE,2537.77,Renewal due
558,1558,Member 558,member558@gmail.com,03731363773,INACTIVE,4980.88,
559,1559,Member 559,member559@gmail.com,03048981728,ACTIVE,3673.25,Payment overdue
560,1560,Member 560,member560@gmail.com,03171102258,ACTIVE,132.92,
561,1561,Member 561,member561@gmail.com,03768559430,ACTIVE,568.39,
562,1562,Member 562,member562@gmail.com,03156874959,ACTIVE,3992,Renewal due
563,1563,Member 563,member563@gmail.com,03776818431,ACTIVE,2732.97,
564,1564,Member 564,member564@gmail.com,03618562814,ACTIVE,4132.59,Payment overdue
565,1565,Member 565,member565@gmail.com,03121874617,ACTIVE,4761.69,Payment overdue
566,1566,Member 566,member566@gmail.com,03532689786,ACTIVE,2742.91,
567,1567,Member 567,member567@gmail.com,03565112467,ACTIVE,4705.41,Renewal due
568,1568,Member 568,member568@gmail.com,03230226550,ACTIVE,241.94,
569,1569,Member 569,member569@gmail.com,03704854671,ACTIVE,2276.67,
570,1570,Member 570,member570@gmail.com,03611156230,ACTIVE,396.58,
571,1571,Member 571,member571@gmail.com,03125931864,ACTIVE,3747.59,Payment overdue
572,1572,Member 572,member572@gmail.com,03131328090,ACTIVE,661.33,Renewal due
573,1573,Member 573,member573@gmail.com,03731150401,INACTIVE,1172.59,Payment overdue
574,1574,Member 574,member574@gmail.com,03993197494,ACTIVE,4941.7,Payment overdue
575,1575,Member 575,member575@gmail.com,03349039987,INACTIVE,1756.49,Payment overdue
576,1576,Member 576,member576@gmail.com,03828379313,ACTIVE,2927.13,
577,1577,Member 577,member577@gmail.com,03566066215,ACTIVE,629.48,Renewal due
578,1578,Member 578,member578@gmail.com,03912512338,ACTIVE,-131.37,
579,1579,Member 579,member579@gmail.com,03580138034,ACTIVE,1757.37,
580,1580,Member 580,member580@gmail.com,03784518892,ACTIVE,2901.05,Payment overdue
581,1581,Member 581,member581@gmail.com,03776828180,ACTIVE,-379.87,
582,1582,Member 582,member582@gmail.com,03571117754,ACTIVE,189.6,Renewal due
583,1583,Member 583,member583@gmail.com,03770934186,ACTIVE,4292.75,
584,1584,Member 584,member584@gmail.com,03446622814,ACTIVE,3537.29,
585,1585,Member 585,member585@gmail.com,03070451758,INACTIVE,2749.73,
586,1586,Member 586,member586@gmail.com,03406273965,ACTIVE,-400.2,
587,1587,Member 587,member587@gmail.com,03130877343,ACTIVE,4187.17,Renewal due
588,1588,Member 588,member588@gmail.com,03254474340,ACTIVE,1458.34,
589,1589,Member 589,member589@gmail.com,03708980666,ACTIVE,3068.92,
590,1590,Member 590,member590@gmail.com,03449076828,INACTIVE,-385.14,
591,1591,Member 591,member591@gmail.com,03234582133,ACTIVE,2517.96,Payment overdue
592,1592,Member 592,member592@gmail.com,03695723213,ACTIVE,3106.21,Renewal due
593,1593,Member 593,member593@gmail.com,03487938451,ACTIVE,2134.8,
594,1594,Member 594,member594@gmail.com,03890323620,ACTIVE,3159.48,
595,1595,Member 595,member595@gmail.com,03886729964,INACTIVE,46.97,
596,1596,Member 596,member596@gmail.com,03168266822,ACTIVE,4995.14,
597,1597,Member 597,member597@gmail.com,03020971910,ACTIVE,-316.9,Renewal due
598,1598,Member 598,member598@gmail.com,03070068118,ACTIVE,4357.98,
599,1599,Member 599,member599@gmail.com,03294216161,ACTIVE,758.62,
600,1600,Member 600,member600@gmail.com,03488460891,ACTIVE,-17.83,
601,1601,Member 601,member601@gmail.com,03423387622,INACTIVE,4706.82,
602,1602,Member 602,member602@gmail.com,03461634551,ACTIVE,3366.27,Renewal due
603,1603,Member 603,member603@gmail.com,03108002136,ACTIVE,752.47,
604,1604,Member 604,member604@gmail.com,03512435642,INACTIVE,597.78,
605,1605,Member 605,member605@gmail.com,03024693082,ACTIVE,4245.35,
606,1606,Member 606,member606@gmail.com,03851754109,ACTIVE,3380.09,Payment overdue
607,1607,Member 607,member607@gmail.com,03079480709,ACTIVE,98.65,Renewal due
608,1608,Member 608,member608@gmail.com,03664982972,ACTIVE,4924.07,Payment overdue
609,1609,Member 609,member609@gmail.com,03898710932,ACTIVE,2105.3,Payment overdue
610,1610,Member 610,member610@gmail.com,03384611317,ACTIVE,4792.77,
611,1611,Member 611,member611@gmail.com,03540760890,ACTIVE,1421.75,Payment overdue
612,1612,Member 612,member612@gmail.com,03075060572,ACTIVE,-400.72,Renewal due
613,1613,Member 613,member613@gmail.com,03846020379,ACTIVE,1453.56,
614,1614,Member 614,member614@gmail.com,03521597439,INACTIVE,2866.83,Payment overdue
615,1615,Member 615,member615@gmail.com,03648617459,ACTIVE,2912.42,
616,1616,Member 616,member616@gmail.com,03781986902,ACTIVE,4921.54,Payment overdue
617,1617,Member 617,member617@gmail.com,03448001596,INACTIVE,2039.28,Renewal due
618,1618,Member 618,member618@gmail.com,03210863401,ACTIVE,4805.88,
619,1619,Member 619,member619@gmail.com,03832039493,INACTIVE,1871.41,
620,1620,Member 620,member620@gmail.com,03947457055,ACTIVE,1183.7,
621,1621,Member 621,member621@gmail.com,03081906231,ACTIVE,2497.65,
622,1622,Member 622,member622@gmail.com,03496740257,ACTIVE,1474.13,Renewal due
623,1623,Member 623,member623@gmail.com,03134436426,ACTIVE,2786.14,Payment overdue
624,1624,Member 624,member624@gmail.com,03738126201,INACTIVE,2474.13,
625,1625,Member 625,member625@gmail.com,03471412663,ACTIVE,3745.7,
626,1626,Member 626,member626@gmail.com,03440810233,ACTIVE,4459.25,
627,1627,Member 627,member627@gmail.com,03811920914,ACTIVE,-133.09,Renewal due
628,1628,Member 628,member628@gmail.com,03253904197,ACTIVE,4405.22,
629,1629,Member 629,member629@gmail.com,03029664405,INACTIVE,-200.23,
630,1630,Member 630,member630@gmail.com,03660068559,ACTIVE,4264.64,
631,1631,Member 631,member631@gmail.com,03700833280,ACTIVE,1092.02,Payment overdue
632,1632,Member 632,member632@gmail.com,03011291922,INACTIVE,4209.01,Renewal due
633,1633,Member 633,member633@gmail.com,03233258661,ACTIVE,-13.62,
634,1634,Member 634,member634@gmail.com,03074348505,ACTIVE,521.46,Payment overdue
635,1635,Member 635,member635@gmail.com,03112074938,INACTIVE,711.37,
636,1636,Member 636,member636@gmail.com,03224152504,ACTIVE,1667.99,
637,1637,Member 637,member637@gmail.com,03571111967,ACTIVE,4396.9,Renewal due
638,1638,Member 638,member638@gmail.com,03411941815,INACTIVE,270.34,Payment overdue
639,1639,Member 639,member639@gmail.com,03028808425,ACTIVE,1565.99,
640,1640,Member 640,member640@gmail.com,03046751327,INACTIVE,-72.4,
641,1641,Member 641,member641@gmail.com,03191491103,INACTIVE,4108.62,
642,1642,Member 642,member642@gmail.com,03751889954,ACTIVE,236.76,Renewal due
643,1643,Member 643,member643@gmail.com,03294648071,ACTIVE,1327.42,
644,1644,Member 644,member644@gmail.com,03781711648,ACTIVE,4379.22,Payment overdue
645,1645,Member 645,member645@gmail.com,03164913912,ACTIVE,2671.91,
646,1646,Member 646,member646@gmail.com,03411380547,ACTIVE,1929.81,Payment overdue
647,1647,Member 647,member647@gmail.com,03575587892,ACTIVE,3164.13,Renewal due
648,1648,Member 648,member648@gmail.com,03234887058,INACTIVE,2330.97,
649,1649,Member 649,member649@gmail.com,03980459864,ACTIVE,257.84,
650,1650,Member 650,member650@gmail.com,03625779159,INACTIVE,1022.24,
651,1651,Member 651,member651@gmail.com,03083117652,ACTIVE,314.53,Payment overdue
652,1652,Member 652,member652@gmail.com,03982952734,ACTIVE,-486.35,Renewal due
653,1653,Member 653,member653@gmail.com,03412055843,ACTIVE,3304.54,
654,1654,Member 654,member654@gmail.com,03728250832,INACTIVE,114.89,
655,1655,Member 655,member655@gmail.com,03561826626,ACTIVE,-185.37,Payment overdue
656,1656,Member 656,member656@gmail.com,03277455792,ACTIVE,1058,
657,1657,Member 657,member657@gmail.com,03288080333,ACTIVE,3814.97,Renewal due
658,1658,Member 658,member658@gmail.com,03245052780,ACTIVE,2365.69,Payment overdue
659,1659,Member 659,member659@gmail.com,03637315223,ACTIVE,2109.31,Payment overdue
660,1660,Member 660,member660@gmail.com,03852633852,ACTIVE,1599.97,Payment overdue
661,1661,Member 661,member661@gmail.com,03847395506,INACTIVE,1870.85,Payment overdue
662,1662,Member 662,member662@gmail.com,03624572411,INACTIVE,2028.95,Renewal due
663,1663,Member 663,member663@gmail.com,03051312330,ACTIVE,3104.8,
664,1664,Member 664,member664@gmail.com,03172136806,INACTIVE,2569.04,Payment overdue
665,1665,Member 665,member665@gmail.com,03360820189,ACTIVE,1546.72,
666,1666,Member 666,member666@gmail.com,03238048184,ACTIVE,3065.8,
667,1667,Member 667,member667@gmail.com,03003423066,ACTIVE,4304.88,Renewal due
668,1668,Member 668,member668@gmail.com,03742780644,ACTIVE,4948.63,
669,1669,Member 669,member669@gmail.com,03963987060,ACTIVE,249.05,
670,1670,Member 670,member670@gmail.com,03794075537,ACTIVE,1515.98,Payment overdue
671,1671,Member 671,member671@gmail.com,03030760787,INACTIVE,1146.26,Payment overdue
672,1672,Member 672,member672@gmail.com,03583755961,ACTIVE,4159.94,Renewal due
673,1673,Member 673,member673@gmail.com,03818819464,INACTIVE,2177.35,
674,1674,Member 674,member674@gmail.com,03143541014,INACTIVE,2033.36,
675,1675,Member 675,member675@gmail.com,03227833052,ACTIVE,3015.62,
676,1676,Member 676,member676@gmail.com,03128074951,ACTIVE,-78.16,
677,1677,Member 677,member677@gmail.com,03070270379,ACTIVE,1435.77,Renewal due
678,1678,Member 678,member678@gmail.com,03066379704,ACTIVE,1602.13,
679,1679,Member 679,member679@gmail.com,03581390352,ACTIVE,2285.16,Payment overdue
680,1680,Member 680,member680@gmail.com,03174232946,ACTIVE,574.2,
681,1681,Member 681,member681@gmail.com,03279114564,ACTIVE,2822.26,
682,1682,Member 682,member682@gmail.com,03142609753,INACTIVE,3942.36,Renewal due
683,1683,Member 683,member683@gmail.com,03094102383,ACTIVE,-316.82,Payment overdue
684,1684,Member 684,member684@gmail.com,03877218831,ACTIVE,529.65,Payment overdue
685,1685,Member 685,member685@gmail.com,03901888697,INACTIVE,126.91,Payment overdue
686,1686,Member 686,member686@gmail.com,03061929138,ACTIVE,1241.35,
687,1687,Member 687,member687@gmail.com,03476817095,ACTIVE,4730.83,Renewal due
688,1688,Member 688,member688@gmail.com,03156734531,INACTIVE,1745.06,
689,1689,Member 689,member689@gmail.com,03468899497,ACTIVE,420,Payment overdue
690,1690,Member 690,member690@gmail.com,03765311384,ACTIVE,1701.88,Payment overdue
691,1691,Member 691,member691@gmail.com,03199764006,ACTIVE,-111.39,
692,1692,Member 692,member692@gmail.com,03633011215,INACTIVE,4222.34,Renewal due
693,1693,Member 693,member693@gmail.com,03326697054,ACTIVE,2325.08,
694,1694,Member 694,member694@gmail.com,03397692181,ACTIVE,2040.75,Payment overdue
695,1695,Member 695,member695@gmail.com,03512925286,ACTIVE,-253.84,
696,1696,Member 696,member696@gmail.com,03261568060,INACTIVE,3099.03,
697,1697,Member 697,member697@gmail.com,03762937864,ACTIVE,1183.6,Renewal due
698,1698,Member 698,member698@gmail.com,03624809838,INACTIVE,2106.44,
699,1699,Member 699,member699@gmail.com,03872593757,ACTIVE,1425.69,Payment overdue
700,1700,Member 700,member700@gmail.com,03747317059,ACTIVE,3030.08,Payment overdue
701,1701,Member 701,member701@gmail.com,03852020191,ACTIVE,4166.19,
702,1702,Member 702,member702@gmail.com,03617094452,ACTIVE,2260.91,Renewal due
703,1703,Member 703,member703@gmail.com,03950916954,ACTIVE,3571.5,
704,1704,Member 704,member704@gmail.com,03088112348,ACTIVE,851.28,
705,1705,Member 705,member705@gmail.com,03538734651,ACTIVE,1363.75,
706,1706,Member 706,member706@gmail.com,03896873248,ACTIVE,2228.4,Payment overdue
707,1707,Member 707,member707@gmail.com,03305895608,ACTIVE,1986.83,Renewal due
708,1708,Member 708,member708@gmail.com,03080524203,ACTIVE,4208.08,Payment overdue
709,1709,Member 709,member709@gmail.com,03021927570,INACTIVE,3526.52,
710,1710,Member 710,member710@gmail.com,03024169483,INACTIVE,786.12,
711,1711,Member 711,member711@gmail.com,03410948100,INACTIVE,15.81,
712,1712,Member 712,member712@gmail.com,03916979525,ACTIVE,2273.99,Renewal due
713,1713,Member 713,member713@gmail.com,03659179278,ACTIVE,4204.89,
714,1714,Member 714,member714@gmail.com,03359129343,ACTIVE,1335.74,
715,1715,Member 715,member715@gmail.com,03830015826,ACTIVE,682.98,
716,1716,Member 716,member716@gmail.com,03709173965,ACTIVE,3069.94,
717,1717,Member 717,member717@gmail.com,03325581686,ACTIVE,3563.71,Renewal due
718,1718,Member 718,member718@gmail.com,03201060321,ACTIVE,4965.4,
719,1719,Member 719,member719@gmail.com,03342962859,INACTIVE,1626.57,Payment overdue
720,1720,Member 720,member720@gmail.com,03337239844,ACTIVE,3060.52,Payment overdue
721,1721,Member 721,member721@gmail.com,03271824464,ACTIVE,4895.26,
722,1722,Member 722,member722@gmail.com,03040664181,INACTIVE,-317.99,Renewal due
723,1723,Member 723,member723@gmail.com,03035855920,ACTIVE,3258.11,
724,1724,Member 724,member724@gmail.com,03238102844,ACTIVE,2323.31,
725,1725,Member 725,member725@gmail.com,03917771543,INACTIVE,2315.84,
726,1726,Member 726,member726@gmail.com,03622406942,ACTIVE,223.64,Payment overdue
727,1727,Member 727,member727@gmail.com,03140862253,ACTIVE,-388.44,Renewal due
728,1728,Member 728,member728@gmail.com,03947589607,ACTIVE,3222.35,
729,1729,Member 729,member729@gmail.com,03337096259,ACTIVE,2049.8,
730,1730,Member 730,member730@gmail.com,03059174251,ACTIVE,1614.85,
731,1731,Member 731,member731@gmail.com,03000441576,ACTIVE,-103.74,
732,1732,Member 732,member732@gmail.com,03319731528,ACTIVE,3097.87,Renewal due
733,1733,Member 733,member733@gmail.com,03861128666,INACTIVE,578.56,
734,1734,Member 734,member734@gmail.com,03099922208,ACTIVE,910.49,Payment overdue
735,1735,Member 735,member735@gmail.com,03302113804,ACTIVE,-118.41,Payment overdue
736,1736,Member 736,member736@gmail.com,03406173583,ACTIVE,1179.52,
737,1737,Member 737,member737@gmail.com,03894288392,INACTIVE,-170.01,Renewal due
738,1738,Member 738,member738@gmail.com,03817100024,INACTIVE,339.46,Payment overdue
739,1739,Member 739,member739@gmail.com,03282221883,INACTIVE,1210.65,
740,1740,Member 740,member740@gmail.com,03967788777,ACTIVE,2196.46,
741,1741,Member 741,member741@gmail.com,03995484974,ACTIVE,-443.9,
742,1742,Member 742,member742@gmail.com,03060989665,ACTIVE,3721.31,Renewal due
743,1743,Member 743,member743@gmail.com,03575972020,INACTIVE,2520.06,
744,1744,Member 744,member744@gmail.com,03340434146,ACTIVE,1389.12,
745,1745,Member 745,member745@gmail.com,03627581638,ACTIVE,1050.21,
746,1746,Member 746,member746@gmail.com,03372010030,INACTIVE,4177.13,
747,1747,Member 747,member747@gmail.com,03183600810,ACTIVE,2100.39,Renewal due
748,1748,Member 748,member748@gmail.com,03390622790,ACTIVE,1479.68,
749,1749,Member 749,member749@gmail.com,03519594823,ACTIVE,2050.64,Payment overdue
750,1750,Member 750,member750@gmail.com,03166983012,ACTIVE,4694.32,
751,1751,Member 751,member751@gmail.com,03630399402,ACTIVE,3473.1,Payment overdue
752,1752,Member 752,member752@gmail.com,03578161456,INACTIVE,1823.67,Renewal due
753,1753,Member 753,member753@gmail.com,03373002430,INACTIVE,2342.78,
754,1754,Member 754,member754@gmail.com,03193252374,ACTIVE,1955.42,
755,1755,Member 755,member755@gmail.com,03164089160,ACTIVE,2439.59,
756,1756,Member 756,member756@gmail.com,03030943089,INACTIVE,862.47,
757,1757,Member 757,member757@gmail.com,03024955130,ACTIVE,277.06,Renewal due
758,1758,Member 758,member758@gmail.com,03919916194,ACTIVE,3374.1,
759,1759,Member 759,member759@gmail.com,03977435329,ACTIVE,-4.13,Payment overdue
760,1760,Member 760,member760@gmail.com,03356213367,ACTIVE,3364.78,Payment overdue
761,1761,Member 761,member761@gmail.com,03334409720,ACTIVE,4496.2,
762,1762,Member 762,member762@gmail.com,03658413093,ACTIVE,3439.49,Renewal due
763,1763,Member 763,member763@gmail.com,03710746544,ACTIVE,3616.88,Payment overdue
764,1764,Member 764,member764@gmail.com,03312932778,ACTIVE,-455.66,Payment overdue
